Status,Lift Name,Type,Capacity,Vertical Rise,Length,Line Speed,Drive,Ride Time,Resort,State,Ikon,Epic,Price,Season,Beginner slopes,Intermediate slopes,Difficult slopes,Total slopes,Longest run,Lift capacity,Nightskiing,Summer skiing
Standing,Chair 5,Triple,1800,972,3219,450,Bottom,7.2,cuchara,co,0,0,,,,,,,,,,
Operating,Holt's Ledge,Double,1000,,,,Bottom,,dartmouth skiway,nh,0,0,,,,,,,,,,
Operating,Winslow,Quad,1800,893,3690,450,Bottom,8.2,dartmouth skiway,nh,0,0,,,,,,,,,,
Operating,Burns Express,High Speed Quad,1800,190,1020,690,Bottom,1.5,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Carpenter Express,High Speed Quad,3000,1185,4835,1070,Top,4.5,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Crown Point,Triple,1800,550,1394,500,Top,2.8,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Empire Express,High Speed Quad,2800,1210,4825,1000,Top,4.8,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Homestake Express,High Speed Quad,2400,264,1710,1000,Top,1.7,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Jordanelle Express Gondola,Gondola 6,1900,1322,5170,1000,Top,5.2,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Judge,Triple,1800,195,697,400,Top,1.7,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Lady Morgan Express,High Speed Quad,2400,1118,4499,1000,Top,4.5,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Mayflower,Triple,1800,1371,3493,500,Top,7,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Mountaineer Express,High Speed Quad,2400,869,2965,984,Top,3,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Northside Express,High Speed Quad,2400,910,3735,1000,Top,3.7,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Platter,Platter,,,,,Bottom,,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Quincy Express,High Speed Quad,2800,1011,4144,1000,Top,4.1,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Red Cloud,Triple,1800,766,2568,500,Top,5.1,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Ruby Express,High Speed Quad,2800,723,2386,1000,Top,2.4,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Silver Lake Express,High Speed Quad,2800,1398,6610,1000,Top,6.6,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Silver Strike Express,High Speed Quad,2400,984,5114,1000,Top,5.1,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Snowflake,Double,1000,190,1070,300,Top,3.6,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Sterling Express,High Speed Quad,2400,1169,4686,1000,Top,4.7,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Sultan Express,High Speed Quad,2400,1752,4995,1000,Top,5,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Viking,Triple,1800,135,1500,500,Bottom,3,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Wasatch Express,High Speed Quad,2400,1398,4201,1000,Top,4.2,deer valley,ut,1,0,109,December - April,27,41,32,100,3,46600,No,No
Operating,Q,Triple,,,,,Bottom,,detroit mountain,mn,0,0,,,,,,,,,,
Operating,Z,Triple,,,,,Bottom,,detroit mountain,mn,0,0,,,,,,,,,,
Operating,Crystal Express,High Speed Quad,2400,1477,4923,1000,Top,4.9,diamond peak,nv,0,0,,,,,,,,,,
Operating,Lakeview,Quad,2400,672,2205,500,Top,4.4,diamond peak,nv,0,0,,,,,,,,,,
Operating,Lodgepole,Quad,1800,292,2022,425,Top,4.8,diamond peak,nv,0,0,,,,,,,,,,
Operating,Red Fox,Double,1200,441,1645,450,Top,3.7,diamond peak,nv,0,0,,,,,,,,,,
Operating,Ridge,Double,1065,286,1550,475,Bottom,3.3,diamond peak,nv,0,0,,,,,,,,,,
Operating,Schoolhouse,Double,1200,50,805,450,Bottom,1.8,diamond peak,nv,0,0,,,,,,,,,,
Operating,1 Triple Nugget,Triple,1400,400,2251,400,Bottom,5.6,dodge ridge,ca,0,0,,,,,,,,,,
Operating,Chair 3,Triple,1900,794,3580,500,Bottom,7.2,dodge ridge,ca,0,0,,,,,,,,,,
Operating,Chair 4,Double,1200,630,2442,,Bottom,,dodge ridge,ca,0,0,,,,,,,,,,
Operating,Chair 5,Double,650,795,3586,450,Bottom,8,dodge ridge,ca,0,0,,,,,,,,,,
Operating,Chair 6,Double,,224,1468,350,Top,4.2,dodge ridge,ca,0,0,,,,,,,,,,
Operating,Chair 7,Triple,1800,1168,4755,500,Bottom,9.5,dodge ridge,ca,0,0,,,,,,,,,,
Operating,Chair 8,Quad,2400,1101,4540,475,Top,9.6,dodge ridge,ca,0,0,,,,,,,,,,
Operating,T643,T-Bar,600,78,1137,650,Bottom,1.7,dodge ridge,ca,0,0,,,,,,,,,,
Operating,Chair 1,Triple,1800,709,2198,500,Bottom,4.4,donner ski ranch,ca,0,0,59,December - April,13,26,13,52,2,6500,No,No
Operating,Chair 2,Double,,413,1656,450,Top,3.7,donner ski ranch,ca,0,0,59,December - April,13,26,13,52,2,6500,No,No
Operating,Chair 3,Double,,511,3000,500,Top,6,donner ski ranch,ca,0,0,59,December - April,13,26,13,52,2,6500,No,No
Operating,Chair 4,Double,,257,1045,370,Top,2.8,donner ski ranch,ca,0,0,59,December - April,13,26,13,52,2,6500,No,No
Operating,Chair 5,Double,,300,2996,450,Top,6.7,donner ski ranch,ca,0,0,59,December - April,13,26,13,52,2,6500,No,No
Operating,Chair 6,Double,,157,970,450,Top,2.2,donner ski ranch,ca,0,0,59,December - April,13,26,13,52,2,6500,No,No
Operating,,Double,,,,,,,double h ranch,ny,0,0,,,,,,,,,,
Operating,Double,Double,,,,,Bottom,,dry hill,ny,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,,,,,Bottom,,dry hill,ny,0,0,,,,,,,,,,
Operating,Sky Ride,Triple,,,,,,,dutch wonderland,pa,0,0,,,,,,,,,,
Operating,Canyonside,Double,,,,,Bottom,,eagle point,ut,0,0,,,,,,,,,,
Operating,Lookout,Quad,1700,957,3314,500,Bottom,6.6,eagle point,ut,0,0,,,,,,,,,,
Operating,Monarch,Triple,1800,441,2292,450,Bottom,5.1,eagle point,ut,0,0,,,,,,,,,,
Operating,Skyline,Double,1200,432,2821,500,Top,5.6,eagle point,ut,0,0,,,,,,,,,,
Operating,Tushar Peaks,Platter,,,,,Bottom,,eagle point,ut,0,0,,,,,,,,,,
Operating,Soaring Heights 1,Double,1200,495,2495,450,Top,5.5,eagle rock,pa,0,0,,,,,,,,,,
Operating,Soaring Heights 2,Double,1200,498,2495,453,Top,5.5,eagle rock,pa,0,0,,,,,,,,,,
Operating,Black Bear,Double,,,,,Bottom,,eaglecrest,ak,0,0,,,,,,,,,,
Operating,Hooter,Double,1200,632,3160,450,Bottom,7,eaglecrest,ak,0,0,,,,,,,,,,
Operating,Porcupine,Double,,,,,Bottom,,eaglecrest,ak,0,0,,,,,,,,,,
Operating,Ptarmigan,Double,800,1403,4880,500,Bottom,9.8,eaglecrest,ak,0,0,,,,,,,,,,
Operating,Macomber,Double,1000,,,,Top,,easton,ma,0,0,,,,,,,,,,
Operating,Hot Laps Special,Triple,1550,600,,,Top,,echo mountain,co,0,0,,,,,,,,,,
Operating,Poma,Platter,,,,,Bottom,,echo valley,wa,0,0,,,,,,,,,,
Operating,Alpenglow,High Speed Six,3600,1001,4098,1000,Top,4.1,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,Caribou,Double,1200,250,1240,350,Bottom,3.5,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,Corona,Quad,1900,1370,4039,475,Top,8.5,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,EZ,Triple,1800,250,1437,450,Bottom,3.2,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,Indian Peaks,Quad,1800,1111,4070,450,Top,9,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,Little Hawk,Double,1000,112,788,350,Top,2.3,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,Race,Platter,,,,,Bottom,,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,Sundance,Double,1200,346,1647,425,Bottom,3.9,eldora,co,1,0,80,November - April,11,26,15,52,0,13020,Yes,No
Operating,A,Double,1000,85,602,350,Bottom,1.7,elk mountain,pa,0,0,,,,,,,,,,
Operating,B,Double,1200,897,3672,465,Bottom,7.9,elk mountain,pa,0,0,,,,,,,,,,
Operating,C,Double,1200,870,3291,450,Bottom,7.3,elk mountain,pa,0,0,,,,,,,,,,
Operating,D,Double,1200,320,1798,465,Bottom,3.9,elk mountain,pa,0,0,,,,,,,,,,
Operating,E,Double,,,,,Bottom,,elk mountain,pa,0,0,,,,,,,,,,
Operating,F,Quad,2400,935,3570,425,Bottom,8.4,elk mountain,pa,0,0,,,,,,,,,,
Operating,Chairlift,Double,,700,2992,,Bottom,,elko snobowl,nv,0,0,,,,,,,,,,
Operating,Sky Ride,Double,,,,,Southwest,,enchanted forest,ny,0,0,,,,,,,,,,
Operating,Estes Park Tramway,Tram 8,,1100,2640,1400,,,estes park tramway,co,0,0,,,,,,,,,,
Operating,Sky Ride,Triple,,,,,South,,expo new mexico,nm,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,,601,,,Bottom,,ferguson ridge,or,0,0,,,,,,,,,,
Operating,Express,Double,,,600,,Bottom,,four seasons,ny,0,0,,,,,,,,,,
Operating,Calgary,Triple,1800,421,1945,450,Bottom,4.3,giants ridge,mn,0,0,,,,,,,,,,
Operating,Chamonix,Double,1200,404,2100,450,Bottom,4.7,giants ridge,mn,0,0,,,,,,,,,,
Operating,Helsinki,Quad,2400,420,1915,400,Bottom,4.8,giants ridge,mn,0,0,,,,,,,,,,
Operating,Rocky Top,Double,1200,427,2319,450,Bottom,5.2,giants ridge,mn,0,0,,,,,,,,,,
Operating,Sarajevo Express,High Speed Quad,2400,423,2260,1000,Bottom,2.3,giants ridge,mn,0,0,,,,,,,,,,
Operating,Glenwood Gondola,Gondola 6,1000,1352,4449,600,Top,,glenwood caverns adventure park,co,0,0,,,,,,,,,,
Operating,Adirondack Express II,High Speed Quad,2400,1494,7079,1100,Bottom,6.4,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Bear Cub,Platter,,,,,Bottom,,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Burnt Ridge,High Speed Quad,2000,1437,6096,1100,Bottom,5.5,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,High Peaks,Quad,2000,902,3537,450,Bottom,7.9,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Hudson,Triple,,,,,Bottom,,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,J-Bar,J-Bar,400,35,358,,Bottom,,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,North,Quad,2400,733,3750,450,Top,8.3,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Northwoods,Gondola 8,2400,1703,7208,1100,Top,6.6,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Straight Brook,Quad,2400,913,2755,450,Top,6.1,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Sunway,Quad,2400,591,3232,450,Bottom,7.2,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Topridge,Triple,,1024,4100,,Top,,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Village,Triple,,,,,Bottom,,gore mountain,ny,0,0,71,November - April,6,28,23,57,4,21000,No,No
Operating,Conquest,Triple,1800,767,3375,450,Bottom,7.5,granby ranch,co,0,0,,,,,,,,,,
Operating,Kicking Horse,Quad,1200,244,1920,450,Bottom,4.3,granby ranch,co,0,0,,,,,,,,,,
Operating,Milestone,Double,1200,77,555,300,Bottom,1.9,granby ranch,co,0,0,,,,,,,,,,
Operating,Quickdraw,High Speed Quad,2400,840,4360,1100,Top,4,granby ranch,co,0,0,,,,,,,,,,
Operating,Blackfoot,Quad,1800,1200,3119,450,Bottom,6.9,grand targhee,wy,0,0,,,,,,,,,,
Operating,Colter,High Speed Six,2400,1821,4774,1000,Top,4.7,grand targhee,wy,0,0,,,,,,,,,,
Operating,Dreamcatcher,High Speed Quad,2400,1883,6278,1000,Bottom,6.3,grand targhee,wy,0,0,,,,,,,,,,
Operating,Sacajewea,High Speed Quad,2400,1289,3891,1000,Top,3.9,grand targhee,wy,0,0,,,,,,,,,,
Operating,Shoshone,Quad,1800,350,1881,350,Bottom,5.4,grand targhee,wy,0,0,,,,,,,,,,
Operating,Pinnacle Express,Double,1000,,,,Bottom,,granite gorge,nh,0,0,,,,,,,,,,
Operating,Poma,Platter,350,215,830,400,Bottom,2,granlibakken,ca,0,0,,,,,,,,,,
Operating,Rawhide Gulch,Double,,250,2450,500,Bottom,4.9,great divide,mt,0,0,,,,,,,,,,
Operating,Meadow Mountain,Double,,300,1000,400,Bottom,2.5,great divide,mt,0,0,,,,,,,,,,
Operating,Good Luck,Double,,615,2600,,Bottom,,great divide,mt,0,0,,,,,,,,,,
Operating,Mount Belmont,Double,,1300,4500,500,Bottom,9,great divide,mt,0,0,,,,,,,,,,
Operating,Wild West,Double,,1200,4800,450,Bottom,10.7,great divide,mt,0,0,,,,,,,,,,
Operating,Sky Ride,Double,,,,,Bottom,,great escape,ny,0,0,,,,,,,,,,
Operating,1,Double,1200,737,3211,465,Bottom,6.9,greek peak,ny,0,0,,,,,,,,,,
Operating,1A Visions Express,Quad,2400,735,3313,450,Bottom,7.4,greek peak,ny,0,0,,,,,,,,,,
Operating,2,Double,1000,750,4300,,Top,,greek peak,ny,0,0,,,,,,,,,,
Operating,3,Triple,,,,,Top,,greek peak,ny,0,0,,,,,,,,,,
Operating,4,Double,1000,601,2732,465,Bottom,5.9,greek peak,ny,0,0,,,,,,,,,,
Operating,5,Triple,1725,646,3229,460,Top,7,greek peak,ny,0,0,,,,,,,,,,
Operating,Poma,Platter,,,,,Bottom,,grill hill,vt,0,0,,,,,,,,,,
Operating,Panorama,High Speed Quad,2400,1602,6427,1000,Bottom,6.4,gunstock,nh,0,0,,,,,,,,,,
Operating,Penny Pitou's Silver Medal,Quad,1500,165,1207,400,Bottom,3,gunstock,nh,0,0,,,,,,,,,,
Operating,Pistol,Triple,1800,523,2510,500,Bottom,5,gunstock,nh,0,0,,,,,,,,,,
Operating,Ramrod,Quad,2100,420,1860,400,Bottom,4.7,gunstock,nh,0,0,,,,,,,,,,
Operating,Tiger,Triple,1800,720,2780,445,Bottom,6.2,gunstock,nh,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,1000,136,910,420,Bottom,2.2,hanson hills,mi,0,0,,,,,,,,,,
Operating,Aerial Tram,Tram 50,650,1569,4015,1575,Bottom,2.5,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Big Easy,Quad,1600,172,910,350,Bottom,2.6,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Boulder,Triple,1800,440,3103,400,Top,7.8,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Canyon Express,High Speed Quad,2600,1002,3831,1000,Bottom,7.7,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Comet Express,High Speed Quad,2800,883,3688,1000,Bottom,3.7,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Dipper Express,High Speed Quad,2800,1141,5013,1000,Top,5,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,First Ride,Triple,,,,,Top,,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Galaxy,Triple,1800,1014,5617,500,Top,11.2,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Gondola,Gondola 8,2800,2874,12149,1200,Top,10.1,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Groove,Triple,,,,,Top,,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Gunbarrel Express,High Speed Quad,2600,1588,3758,1000,Top,3.8,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Mott Canyon,Double,1000,871,2702,550,Top,4.9,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,North Bowl Express,High Speed Quad,2400,1279,5077,1000,Top,5.1,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Olympic Express,High Speed Quad,2400,866,3330,1000,Top,3.3,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Patsy's,Triple,2000,124,1220,500,Top,2.4,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Powderbowl Express,High Speed Six,3400,793,2325,1000,Top,2.3,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Sky Express,High Speed Quad,2400,1418,4585,1000,Bottom,4.6,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Stagecoach Express,High Speed Quad,2800,1493,5920,1000,Bottom,5.9,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Tamarack Express,High Speed Six,2400,571,2930,1000,Bottom,2.9,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,World Cup,Double,900,323,1170,400,Bottom,2.9,heavenly,nv,0,1,120,November - April,18,42,34,94,8,42790,No,No
Operating,Barnstormer,High Speed Six,2725,1181,5450,1000,Bottom,5.5,hermitage club,vt,0,0,,,,,,,,,,
Operating,Stag's Leap,Quad,1600,302,2958,450,,6.6,hermitage club,vt,0,0,,,,,,,,,,
Operating,The Tage,Quad,600,448,2855,400,Top,7.1,hermitage club,vt,0,0,,,,,,,,,,
Operating,The Witches,Triple,1800,685,2350,500,Bottom,4.7,hermitage club,vt,0,0,,,,,,,,,,
Operating,Skyview,Triple,,,,,,,hersheypark,pa,0,0,,,,,,,,,,
Operating,Chairlift,Double,,600,,,Bottom,7,hesperus,co,0,0,,,,,,,,,,
Operating,Poma 1,Platter,,,2200,,Bottom,,hickory,ny,0,0,,,,,,,,,,
Operating,Poma 2,Platter,,,2400,,Bottom,,hickory,ny,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,600,325,1734,,Bottom,,hickory,ny,0,0,,,,,,,,,,
Operating,Avalanche,Quad,2400,437,2530,425,Top,6,hidden valley,pa,0,1,,,,,,,,,,
Operating,Blizzard,Quad,2400,321,1449,450,Top,3.2,hidden valley,pa,0,1,,,,,,,,,,
Operating,Sunrise,Triple,1800,398,2158,465,Bottom,4.6,hidden valley,pa,0,1,,,,,,,,,,
Operating,Sunset,Triple,1800,398,2158,465,Bottom,4.6,hidden valley,pa,0,1,,,,,,,,,,
Operating,,T-Bar,1000,306,1274,700,Bottom,1.8,high pond,vt,0,0,,,,,,,,,,
Operating,Summit,Triple,1200,583,2705,450,Bottom,6,highland,nh,0,0,,,,,,,,,,
Operating,,Double,1200,219,1210,400,,3,hillberg,ak,0,0,,,,,,,,,,
Operating,Triple,Triple,1200,294,2090,300,Bottom,7,hilltop,ak,0,0,,,,,,,,,,
Operating,Platter,Platter,,,,,Bottom,,hilltop,ak,0,0,,,,,,,,,,
Operating,Prospector,Double,1200,582,2210,450,Top,4.9,hogadon,wy,0,0,,,,,,,,,,
Operating,Triple,Triple,1800,306,1267,400,Bottom,3.2,holiday mountain,ny,0,0,,,,,,,,,,
Operating,Chute,Quad,2400,475,1570,400,Bottom,3.9,holiday valley,ny,0,0,,,,,,,,,,
Operating,Cindy's,Quad,2400,460,2090,400,Bottom,5.2,holiday valley,ny,0,0,,,,,,,,,,
Operating,Creekside,Quad,1500,127,872,300,Bottom,2.9,holiday valley,ny,0,0,,,,,,,,,,
Operating,Eagle,Quad,2400,429,1720,425,Bottom,4,holiday valley,ny,0,0,,,,,,,,,,
Operating,Mardi Gras Xpress,High Speed Quad,2800,688,4230,1000,Bottom,4.2,holiday valley,ny,0,0,,,,,,,,,,
Operating,Morningstar Express,High Speed Quad,2400,528,2519,1000,Bottom,2.5,holiday valley,ny,0,0,,,,,,,,,,
Operating,SnowPine,Quad,,,,,Bottom,,holiday valley,ny,0,0,,,,,,,,,,
Operating,Spruce Lake,Quad,1800,447,2924,450,Bottom,6.5,holiday valley,ny,0,0,,,,,,,,,,
Operating,Sunrise,Quad,2400,463,2040,400,Bottom,5.1,holiday valley,ny,0,0,,,,,,,,,,
Operating,Tannenbaum Express,High Speed Quad,2400,477,2669,1000,Bottom,2.7,holiday valley,ny,0,0,,,,,,,,,,
Operating,Yodeler Express,High Speed Quad,2400,500,1624,800,Bottom,2,holiday valley,ny,0,0,,,,,,,,,,
Operating,Cascade,Quad,2400,570,1895,450,Bottom,4.2,holimont,ny,0,0,,,,,,,,,,
Operating,Chipmunk,Triple,1100,70,511,350,Bottom,1.5,holimont,ny,0,0,,,,,,,,,,
Operating,Exhibition Express,High Speed Quad,2400,397,2369,984,Bottom,2.4,holimont,ny,0,0,,,,,,,,,,
Operating,Greer,Double,1200,551,2041,450,Bottom,4.5,holimont,ny,0,0,,,,,,,,,,
Operating,Meadow,Double,1200,547,2638,450,Bottom,5.9,holimont,ny,0,0,,,,,,,,,,
Operating,Sunset,Triple,1650,512,2510,450,Bottom,5.6,holimont,ny,0,0,,,,,,,,,,
Operating,Alpine,Platter,419,97,531,,Bottom,,homewood,ca,0,0,,,,,,,,,,
Operating,Ellis,Triple,1200,1087,4512,400,Bottom,11.3,homewood,ca,0,0,,,,,,,,,,
Operating,Happy,Platter,500,80,465,300,Bottom,1.6,homewood,ca,0,0,,,,,,,,,,
Operating,Madden,Triple,1800,1040,3804,475,Bottom,8,homewood,ca,0,0,,,,,,,,,,
Operating,Old Homewood Express,High Speed Quad,1800,968,3971,1000,Top,4,homewood,ca,0,0,,,,,,,,,,
Operating,Quail,Triple,1200,767,2501,450,Bottom,10,homewood,ca,0,0,,,,,,,,,,
Operating,Barrows,Triple,1500,434,1458,400,Top,3.6,howelsen hill,co,0,0,,,,,,,,,,
Operating,Schnackenberg,Platter,700,469,1468,447,Bottom,3.3,howelsen hill,co,0,0,,,,,,,,,,
Operating,Double,Double,,,,,Bottom,,hunt hollow,ny,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,600,128,775,340,Bottom,2.3,hunt hollow,ny,0,0,,,,,,,,,,
Operating,Triple,Triple,1400,758,3067,450,Bottom,6.8,hunt hollow,ny,0,0,,,,,,,,,,
Operating,Kaatskill Flyer,High Speed Six,2600,1477,5400,1000,Bottom,5.4,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,B Broadway,Quad,1800,490,2642,450,Top,5.9,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,C 20th Century,Quad,1800,171,1393,450,Top,3.1,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,D,Double,1800,900,3500,450,Bottom,7.8,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,E,Double,1000,418,2469,465,Bottom,5.3,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,F,Triple,1800,1010,2950,500,Bottom,5.9,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,H,Double,1200,205,1793,500,Top,3.6,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,Highlands,Platter,,,,,Bottom,,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,Northern Express,High Speed Six,2400,1030,3245,1000,Bottom,3.3,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,Zephyr Express,High Speed Quad,,,,,Bottom,,hunter mountain,ny,0,0,68,Unknown,18,18,19,55,0,15910,No,No
Operating,Poma,Platter,700,414,1679,764,Bottom,2.2,hurricane ridge,wa,0,0,,,,,,,,,,
Operating,Central Park,Quad,2058,110,570,400,Bottom,1.4,hyland hills,mn,0,0,,,,,,,,,,
Operating,North,Quad,2100,146,611,400,Bottom,1.5,hyland hills,mn,0,0,,,,,,,,,,
Operating,South Park,Quad,2400,154,754,400,Bottom,1.9,hyland hills,mn,0,0,,,,,,,,,,
Operating,Sky Ride,Double,,,,,,,i,wa,0,0,,,,,,,,,,
Operating,Sky Glider,Gondola 8,2800,1538,4905,1200,Bottom,4.1,icy strait point,ak,0,0,,,,,,,,,,
Operating,Transporter,Gondola 8,2800,204,2445,1200,Bottom,2,icy strait point,ak,0,0,,,,,,,,,,
Operating,A,Double,1200,420,2188,450,Top,4.9,indianhead,mi,0,0,,,,,,,,,,
Operating,Aurora,Triple,1800,527,3110,,Top,,indianhead,mi,0,0,,,,,,,,,,
Operating,B,Double,1200,418,1920,450,Top,4.3,indianhead,mi,0,0,,,,,,,,,,
Operating,Bear Creek,Double,,,,,Top,,indianhead,mi,0,0,,,,,,,,,,
Operating,C,Double,1200,420,1802,450,Top,4,indianhead,mi,0,0,,,,,,,,,,
Operating,Cloudfront,Double,1100,492,2548,450,Top,5.7,indianhead,mi,0,0,,,,,,,,,,
Operating,D,Double,1200,414,2093,450,Top,4.7,indianhead,mi,0,0,,,,,,,,,,
Operating,East,T-Bar,,,,,Top,,indianhead,mi,0,0,,,,,,,,,,
Operating,Original,Double,,,,,Top,,indianhead,mi,0,0,,,,,,,,,,
Operating,Papoose,Platter,650,70,638,420,Top,1.5,indianhead,mi,0,0,,,,,,,,,,
Operating,West,T-Bar,,,,,Top,,indianhead,mi,0,0,,,,,,,,,,
Operating,Sky Ride,Double,,,,,,,iowa/#comment form load service:WordPress,co,0,0,,,,,,,,,,
Operating,A,Quad,2400,428,2141,450,Bottom,4.8,jack frost,pa,0,1,,,,,,,,,,
Operating,D I,Double,1200,392,2491,450,Bottom,5.5,jack frost,pa,0,1,,,,,,,,,,
Operating,D II,Double,1200,392,2491,450,Bottom,5.5,jack frost,pa,0,1,,,,,,,,,,
Operating,Paradise,Quad,1800,526,2698,400,Bottom,6.7,jack frost,pa,0,1,,,,,,,,,,
Operating,Pocono,Quad,1800,108,966,400,Bottom,2.4,jack frost,pa,0,1,,,,,,,,,,
Operating,Tonyhanna,Quad,1800,402,2278,400,Bottom,5.7,jack frost,pa,0,1,,,,,,,,,,
Operating,Aerial Tram,Tram 100,650,4084,12463,2000,Bottom,6.2,jackson hole,wy,1,0,119,December - April,16,50,50,116,11,20480,No,No
Operating,Apres Vous,High Speed Quad,2000,1748,5097,1000,Top,5.1,jackson hole,wy,1,0,119,December - April,16,50,50,116,11,20480,No,No
Operating,Bridger Gondola,Gondola 8,2400,2730,8730,1200,Top,7.3,jackson hole,wy,1,0,119,December - April,16,50,50,116,11,20480,No,No
